contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,award_base_action_date,award_base_action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,recipient_uei,recipient_name,recipient_parent_name,primary_place_of_performance_county_name,primary_place_of_performance_state_code,primary_place_of_performance_state_name,award_type,prime_award_base_transaction_description,naics_code,naics_description,extent_competed,type_of_set_aside,number_of_offers_received
CONT_AWD_0015_9700_N6833512G0048_9700,0015,5598853.1,5603593.75,2016-01-21,2016,Department of Defense,Defense Contract Management Agency,DH7CZ5SHWTN7,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC","CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",ROCKINGHAM,NH,NEW HAMPSHIRE,DELIVERY ORDER,ALS-CPS DESIGN AND DOCUMENTATION,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_0015_9700_N6893611D0001_9700,0015,26916576.71,29552724.67,2012-08-30,2012,Department of Defense,Department of the Navy,FJS8P9C6B368,DCS CORPORATION,DCS CORPORATION,KERN,CA,CALIFORNIA,DELIVERY ORDER,F/A-18 SOFTWARE DEVELOPMENT SUPPORT,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0015_9700_W58RGZ14D0075_9700,0015,5965978.77,5965978.77,2016-07-29,2016,Department of Defense,Department of the Army,E466BXU4KJH8,THE BOEING COMPANY,THE BOEING COMPANY,DELAWARE,PA,PENNSYLVANIA,DELIVERY ORDER,SUPPORT OF FULL AUTHORITY DIGITAL CONTROL (FADEC) SYSTEM INTEGRATION LABORATORY (SIL) TESTING SERVICES.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0015_9700_W58RGZ15D0016_9700,0015,19108536.16,19108536.16,2017-08-29,2017,Department of Defense,Department of the Army,SWBKVD2EKUH7,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS AUSTRALIA PTY LIMITED,LINN,IA,IOWA,DELIVERY ORDER,CAAS V10 FOLL0W-ON,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0015_9700_W9113M15D0001_9700,0015,801628.74,888804.74,2016-01-28,2016,Department of Defense,Defense Contract Management Agency,F11UCKNJJHX8,"TELEDYNE FLIR, LLC",TELEDYNE TECHNOLOGIES INCORPORATED,CLACKAMAS,OR,OREGON,DELIVERY ORDER,IGF::OT::IGF-ORDERING PERIOD II - BASIC RECON III DIAGNOSTICS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0016_9700_F3365703G4306_9700,0016,44402564.32,0.0,2004-04-26,2004,Department of Defense,Department of the Air Force,EZZLZJRCKRC3,"TELEDYNE, INC",ATI INC.,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0016_9700_FA852612D0001_9700,0016,5636613.1,6423418.09,2014-09-30,2014,Department of Defense,Defense Contract Management Agency,M8JLMEHJADQ5,THE BOEING COMPANY,THE BOEING COMPANY,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,IGF::OT::IGF FY14 MIP NEW START PROJECTS (NON-RECURRING ENGINEERING),336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0016_9700_FA861413D2002_9700,0016,5937217.39,7830703.0,2015-12-02,2016,Department of Defense,Department of the Air Force,UEGFHX6R6KJ1,THE BOEING COMPANY,THE BOEING COMPANY,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,"IGF::OT::IGF, ACAT II, C-17, CCP-1273 ANNEX D",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0016_9700_FA862006G4003_9700,0016,20063283.26,20063283.26,2007-02-09,2007,Department of Defense,Department of the Air Force,RDFKNPZNQ8E3,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,"L3HARRIS TECHNOLOGIES, INC",HUNT,TX,TEXAS,DELIVERY ORDER,SIGINT APERTURE ENG,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0016_9700_FA862010G3038_9700,0016,13302821.24,13302821.24,2011-03-18,2011,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",GENERAL ATOMICS,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,IP MIGRATION DEVELOPMENT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0016_9700_FA862015G4040_9700,0016,1231898.16,2606539.88,2015-12-22,2016,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",GENERAL ATOMICS,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,IGF::OT::IGF MQ-9 AIRCRAFT FIELD RETROFIT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0016_9700_FA868114D0028_9700,0016,7343279.0,7343279.0,2017-09-25,2017,Department of Defense,Department of the Air Force,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,JOINT DIRECT ATTACK MUNITION TECHNICAL SERVICES AND AIRCRAFT INTEGRATION,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0016_9700_FA873008D0001_9700,0016,753248.83,1078291.72,2008-12-17,2009,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,DASR FOLLOW-ON CONTRACT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0016_9700_HQ014712D0005_9700,0016,93273201.65,94504878.32,2014-11-04,2015,Department of Defense,Missile Defense Agency,MZK8TCNF24G2,RAYTHEON COMPANY,RTX CORP,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,IGF::OT::IGF FY15 SOFTWARE MAINTENANCE (AN/TPY-2&SBX) COMPLETION,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0016_9700_N0001908G0012_9700,0016,1984680.28,2180437.0,2011-02-22,2011,Department of Defense,Defense Contract Management Agency,E4X3BLZPPPX3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,COOK,IL,ILLINOIS,DELIVERY ORDER,DON LAIRCM REPAIRS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0016_9700_N0001911G0005_9700,0016,13188710.02,13227034.0,2014-07-01,2014,Department of Defense,Defense Contract Management Agency,ENMFLGV87MS4,"L3HARRIS TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",PASSAIC,NJ,NEW JERSEY,DELIVERY ORDER,IDECM BLOCK 4 AN/ALQ-214 FIELD SUPPORT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0016_9700_N0038307D001J_9700,0016,60758296.41,60758296.41,2013-09-25,2013,Department of Defense,Department of the Navy,N7N4W13PCRU5,THE BOEING COMPANY (0674),THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,NAVY AVIATION,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0016_9700_N6893611D0001_9700,0016,18480726.75,18978536.5,2012-11-28,2013,Department of Defense,Department of the Navy,FJS8P9C6B368,DCS CORPORATION,DCS CORPORATION,KERN,CA,CALIFORNIA,DELIVERY ORDER,F/A-18 FACILITIES TASK TEAM ENG/OP/MAINT,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0016_9700_N6893614D0008_9700,0016,115928633.41,192501233.78,2015-09-30,2015,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,IGF::OT::IGF F/A-18 H16 SCS SUPPORT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0017_9700_F0960301D0153_9700,0017,1571140.0,0.0,2003-09-30,2003,Department of Defense,Defense Contract Management Agency,E4X3BLZPPPX3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,COOK,IL,ILLINOIS,DELIVERY ORDER,200312!000511!5700!GJ00  !WARNER ROBBINS ALC/LNK          !F0960301D0153  !A!N! !N!0017               !20030930!20040930!005128988!008255408!016435559!N!NORTHROP GRUMMAN SYSTEMS CORPO!600 HICKS RD              !ROLLING MEADOW      !IL!60008!65338!031!17!ROLLING MEADOWS     !COOK                  !ILLINOIS  !+000001419190!N!N!000000000000!5996!AMPLIFIERS                                        !A7 !ELECTRONICS AND COMMUNICATION !3000!NOT DISCERNABLE OR CLASSIFIED !334511!E! !5!A!S! ! !D!20031230!B!D!Y!A! !D!N!U!1!001!N!1A!A!Y!Z!  !  !N!C!N! ! ! !A!A!A!A!000!A!C!Y! ! ! ! !    !      !0001! !,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0017_9700_F0960301D0289_9700,0017,702901.0,0.0,2005-04-27,2005,Department of Defense,Defense Contract Management Agency,E4X3BLZPPPX3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,COOK,IL,ILLINOIS,DELIVERY ORDER,"200507!000239!5700!FA8523!WR-ALC-LSK EW SYSTEMS           !F0960301D0289  !A!N! !N!0017         !      !20050427!20060427!005128988!008255408!016435559!N!NORTHROP GRUMMAN SYSTEMS CORPO!600 HICKS RD              !ROLLING MEADOW      !IL!60008!65338!031!17!ROLLING MEADOWS     !COOK                  !ILLINOIS  !+000000702901!N!N!000000000000!5865!ELCT CNTRMSRS, CNTR-CNTR-MSRS & QCK RCTN CPBLTY EQ!A7 !ELECTRONICS AND COMMUNICATION EQUIP !000 !*                             !334511!E! !5!A!S! ! !D!20060829!B! ! !A! !D!N!J!1!001!N!1A!A!Y!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!C!Y! ! ! ! !    !      !0001! !",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0017_9700_F1962896D0038_9700,0017,500000.0,0.0,2000-05-09,2000,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,"200008!5700!000075!GV67  !ESC/GAK                         !F1962896D0038  !A!*!0017               !20000509!20011116!193049236!001339159!001339159!N!7Y193!RAYTHEON COMPANY INC          !1001 BOSTON POST RD E     !MARLBOROUGH         !MA!01752!68260!017!25!SUDBURY             !MIDDLESEX             !MASS      !0001!+000000500000!N!N!000000000000!5840!RADAR EQUIPMENT, EXCEPT AIRBORNE                  !A7 !ELECTRONICS AND COMMUNICATION !3000!NOT DISCERNABLE OR CLASSIFIED !8731!5!B!S!*!B!A!*!A !N!Z!2!003!B!* !Z!N!Z!* !* !N!C!*!A!C!A!A!A!A!*  !*!N!A!C!N!*!*!*!*!*!",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_0017_9700_FA861413D2002_9700,0017,6692599.76,7798790.72,2015-11-10,2016,Department of Defense,Defense Contract Management Agency,UEGFHX6R6KJ1,THE BOEING COMPANY,THE BOEING COMPANY,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,STUDIES AND QUICK REACTION (S&QR),336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0017_9700_FA862006G4041_9700,0017,3147224.0,3147224.0,2010-08-12,2010,Department of Defense,Department of the Air Force,HEBCLD22EJD1,RAYTHEON COMPANY,RTX CORP,COLLIN,TX,TEXAS,DELIVERY ORDER,REPAIR DATA ANALYSIS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0017_9700_FA862015G4040_9700,0017,132583652.0,132583652.0,2015-12-23,2016,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,IGF::CT::IGF UK MQ9 CLS 16-19,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_0017_9700_FA873008D0001_9700,0017,6694453.78,17997.0,2009-02-03,2009,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,DASR FOLLOW-ON CONTRACT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0017_9700_N0001908G0012_9700,0017,1367189.0,1367189.0,2011-12-20,2012,Department of Defense,Defense Contract Management Agency,E4X3BLZPPPX3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,COOK,IL,ILLINOIS,DELIVERY ORDER,CV-22 INTEGRATION SUPPORT FOR THE DON LAIRCM PROGRAM.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0017_9700_N0038307D001J_9700,0017,34341728.24,34341728.24,2014-07-30,2014,Department of Defense,Department of the Navy,N7N4W13PCRU5,THE BOEING COMPANY (0674),THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,NAVY AVIATION,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0017_9700_N6893611D0001_9700,0017,14920370.55,15193567.87,2012-11-26,2013,Department of Defense,Department of the Navy,FJS8P9C6B368,DCS CORPORATION,DCS CORPORATION,KERN,CA,CALIFORNIA,DELIVERY ORDER,FLIGHT TEST SUPPORT,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0017_9700_W58RGZ14D0045_9700,0017,26528448.12,26528448.12,2016-05-09,2016,Department of Defense,Department of the Army,LAJJQWA1PF31,THE BOEING COMPANY,THE BOEING COMPANY,MARICOPA,AZ,ARIZONA,DELIVERY ORDER,TASK ORDER AWARD FOR APACHE AH-64E JAGM SOFTWARE INTEGRATION.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0017_9700_W58RGZ15D0016_9700,0017,45667738.31,45667738.31,2017-08-01,2017,Department of Defense,Defense Contract Management Agency,SWBKVD2EKUH7,"ROCKWELL COLLINS, INC.",RTX CORP,LINN,IA,IOWA,DELIVERY ORDER,MULTI-FUNCTION DISPLAY VERSION L SOFTWARE BUILD FOR THE UH-60M BLACK HAWK,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0018_9700_F1962896D0038_9700,0018,297256.0,0.0,2000-05-05,2000,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,"200012!5700!000118!GV67  !ESC/GAK                         !F1962896D0038  !A!*!0018               !20000505!20010930!193049236!001339159!001339159!N!7Y193!RAYTHEON COMPANY INC          !1001 BOSTON POST RD E     !MARLBOROUGH         !MA!01752!38715!017!25!MARLBOROUGH         !MIDDLESEX             !MASS      !0001!+000000273682!N!N!000000000000!5840!RADAR EQUIPMENT, EXCEPT AIRBORNE                  !A7 !ELECTRONICS AND COMMUNICATION !3000!NOT DISCERNABLE OR CLASSIFIED !8731!5!B!S!*!B!A!*!A !N!Z!2!003!B!* !Z!N!Z!* !* !N!C!*!A!C!A!A!A!A!*  !*!N!A!C!N!*!*!*!*!*!",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_0018_9700_FA861408D2080_9700,0018,101924593.21,4490060.87,2010-08-30,2010,Department of Defense,Defense Contract Management Agency,UEGFHX6R6KJ1,THE BOEING COMPANY,THE BOEING COMPANY,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,PRODUCIBILITY ENHANCEMENT/PERFORMANCE IMPROVEMENT (PE/PI) III,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0018_9700_FA861413D2002_9700,0018,14352696.0,14526549.0,2016-09-16,2016,Department of Defense,Department of the Air Force,UEGFHX6R6KJ1,THE BOEING COMPANY,THE BOEING COMPANY,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,C-17 INDIA BLOCK 21 CONFIGURATION UPGRADE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0018_9700_FA862008G3005_9700,0018,1578894.0,1810466.0,2009-08-24,2009,Department of Defense,Department of the Air Force,LALWKM623MU7,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,GLOBAL HAWK BOA EBEM DMS RESOLUTION,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0018_9700_FA862010G3038_9700,0018,83645208.94,81778018.11,2013-09-27,2013,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",GENERAL ATOMICS,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,CY12 MQ-9 SPARE PARTS AND SUPPORT EQUIPMENT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0018_9700_FA873008D0001_9700,0018,5442866.0,-130588.59,2009-02-03,2009,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,DASR FOLLOW-ON CONTRACT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0018_9700_N0001913D0005_9700,0018,717664.0,830664.0,2013-10-08,2014,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,TARRANT,TX,TEXAS,DELIVERY ORDER,0018 FMS EW REQUIREMENTS ANALYSIS TASKS/STUDIES,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0018_9700_N0016411GJQ97_9700,0018,2362799.0,2368564.0,2014-10-31,2015,Department of Defense,Defense Contract Management Agency,H7PNSVNN5827,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,ORANGE,FL,FLORIDA,DELIVERY ORDER,-80 TURRET CONFIGURATION OBSOLESENCE ECP,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0018_9700_N6339413D1301_9700,0018,4659923.87,5587317.87,2016-02-04,2016,Department of Defense,Department of the Navy,CWM4UN76ZQW8,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,BURLINGTON,NJ,NEW JERSEY,DELIVERY ORDER,IG::CT::IGF MK92 FCS ENGINEERING SERVICES,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0018_9700_N6893614D0008_9700,0018,14482846.69,29464462.74,2016-03-10,2016,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,IGF::OT::IGF F/A-18 H12C SCS,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0018_9700_W58RGZ13D0047_9700,0018,587620.66,587620.66,2015-05-27,2015,Department of Defense,Department of the Army,L5LZSJCPKLD7,SUPPORT SYSTEMS ASSOCIATES INC,"SSAI OF GEORGIA, LLC",MADISON,AL,ALABAMA,DELIVERY ORDER,"TO PROCURE THREE HUNDRED THIRTY (330) HEADS UP DISPLAY (HUD) EXTENSION CABLES, GLENAIR PART NUMBER ABC60692 FOR THE CH-47F ADVANCED SIGHT AND DISPLAY COMPUTER A-KIT. THIS IS IN REFERENCE TO RFOP W58RGZ-15-R-0142. AWARDED AS FIRM FIXED PRICE (FFP).",336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,2.0
CONT_AWD_0018_9700_W58RGZ14D0075_9700,0018,5969631.64,5969631.64,2018-04-05,2018,Department of Defense,Department of the Army,E466BXU4KJH8,THE BOEING COMPANY,THE BOEING COMPANY,DELAWARE,PA,PENNSYLVANIA,DELIVERY ORDER,ADVANCED CHINOOK ROTOR BLADE (ACRB) LIVE FIRE TEST AND EVALUATION,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0018_9700_W9113M15D0001_9700,0018,2037137.55,2046844.46,2016-04-07,2016,Department of Defense,Defense Contract Management Agency,F11UCKNJJHX8,"TELEDYNE FLIR, LLC",TELEDYNE TECHNOLOGIES INCORPORATED,CLACKAMAS,OR,OREGON,DELIVERY ORDER,IGF::OT::IGF ORDERING PERIOD II - BASIC TFU DIAGNOSTI,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0019_9700_F0960301D0153_9700,0019,5209165.0,0.0,2004-09-17,2004,Department of Defense,Defense Contract Management Agency,E4X3BLZPPPX3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,COOK,IL,ILLINOIS,DELIVERY ORDER,"200412!000413!5700!GJ46  !WR-ALD/LSK - EW SYSTEMS         !F0960301D0153  !A!N! !N!0019         !      !20040917!20050919!005128988!008255408!016435559!N!NORTHROP GRUMMAN SYSTEMS CORPO!600 HICKS RD              !ROLLING MEADOW      !IL!60008!65338!031!17!ROLLING MEADOWS     !COOK                  !ILLINOIS  !+000004605815!N!N!000000000000!5821!RADIO AND TV COMM EQUIPMENT, AIRBORNE             !A7 !ELECTRONICS AND COMMUNICATION EQUIP !000 !*                             !334511!E! !5!A!S! ! ! !99990909!B! ! !A! !D!N!J!1!001!N!1G!A!Y!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!C!Y! ! ! ! !    !      !0001! !",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0019_9700_F1962896D0038_9700,0019,27259433.0,0.0,2000-04-27,2000,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,"200008!5700!000074!GV67  !ESC/GAK                         !F1962896D0038  !A!*!0019               !20000427!20030131!193049236!001339159!001339159!N!7Y193!RAYTHEON COMPANY INC          !1001 BOSTON POST RD E     !MARLBOROUGH         !MA!01752!38715!017!25!MARLBOROUGH         !MIDDLESEX             !MASS      !0001!+000025862908!N!N!000000000000!5840!RADAR EQUIPMENT, EXCEPT AIRBORNE                  !A7 !ELECTRONICS AND COMMUNICATION !3000!NOT DISCERNABLE OR CLASSIFIED !8731!5!B!S!*!B!A!*!A !N!Z!2!003!B!* !Z!N!Z!* !* !N!C!*!A!C!A!A!A!A!*  !*!N!A!C!N!*!*!*!*!*!",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_0019_9700_FA861614D6060_9700,0019,100138383.24,85584125.0,2017-01-19,2017,Department of Defense,Department of the Air Force,JRVLDEXMYDK8,NORTHROP GRUMMAN SYSTEMS CORP,NORTHROP GRUMMAN CORPORATION,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,IGF::CT::IGF - ENTERPRISE SUPPORT DELIVERY ORDER CY17-19,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0019_9700_FA862008G3005_9700,0019,602702.0,676422.0,2009-08-24,2009,Department of Defense,Department of the Air Force,LALWKM623MU7,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,GLOBAL HAWK FPGA DMS RESOLUTION,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,1.0
